"MRC","Municipalite","Arrondissement","url"
"Portneuf","TNO aquatique de la MRC de Portneuf",NA,"https://villedeportneuf.com/file-8884"
"Rimouski-Neigette","Rimouski",NA,"https://rimouski.ca/faq/couches-lavables"
"Rivière-du-Loup","Cacouna",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Cacouna",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Cacouna",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Cacouna",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","L'Isle-Verte",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Notre-Dame-des-Sept-Douleurs",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Notre-Dame-du-Portage",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Rivière-du-Loup",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits.https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Saint-Antonin",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits.http://www.municipalite.saint-antonin.qc.ca/communiques/?id=e2020396"
"Rivière-du-Loup","Saint-Arsène",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Saint-Cyprien",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Saint-Cyprien",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Saint-Épiphane",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Saint-François-Xavier-de-Viger",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Saint-Hubert-de-Rivière-du-Loup",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Saint-Modeste",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Saint-Paul-de-la-Croix",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Rivière-du-Loup","Whitworth",NA,"https://villerdl.ca/fr/services/services-aux-citoyens/programmes#:~:text=Achat%20de%20couches%20lavables&text=L'incitatif%20vers%C3%A9%20couvre%2050,les%20autres%20cat%C3%A9gories%20de%20produits."
"Roussillon","Candiac",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Châteauguay",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Delson",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Kahnawake",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","La Prairie",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Léry",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Mercier",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Saint-Constant",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Saint-Isidore",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Saint-Isidore",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Saint-Mathieu",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Saint-Philippe",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","Sainte-Catherine",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","TNO aquatique de la MRC de Roussillon",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Roussillon","TNO terrestre de la MRC de Roussillon",NA,"https://roussillon.ca/gestion-des-matieres-residuelles/programmes-de-subventions-couches-lavables-compostiere/formulaire-couches-lavables-2/"
"Rouville","Ange-Gardien",NA,"https://mrcrouville.qc.ca/au-service-des-citoyens/environnement/subventions/"
"Rouville","Marieville",NA,"https://mrcrouville.qc.ca/au-service-des-citoyens/environnement/subventions/"
"Rouville","Richelieu",NA,"https://mrcrouville.qc.ca/au-service-des-citoyens/environnement/subventions/"
"Rouville","Rougemont",NA,"https://mrcrouville.qc.ca/au-service-des-citoyens/environnement/subventions/"
"Rouville","Saint-Césaire",NA,"https://mrcrouville.qc.ca/au-service-des-citoyens/environnement/subventions/"
"Rouville","Saint-Mathias-sur-Richelieu",NA,"https://mrcrouville.qc.ca/au-service-des-citoyens/environnement/subventions/"
"Rouville","Saint-Paul-d'Abbotsford",NA,"https://mrcrouville.qc.ca/au-service-des-citoyens/environnement/subventions/"
"Rouville","Sainte-Angèle-de-Monnoir",NA,"https://mrcrouville.qc.ca/au-service-des-citoyens/environnement/subventions/"
"Rouyn-Noranda","Rouyn-Noranda",NA,"http://www.ville.rouyn-noranda.qc.ca/fr/page/subvention-pour-achat-de-produits-reutilisables/http://www.ville.rouyn-noranda.qc.ca/fr/page/subvention-pour-achat-de-produits-reutilisables/"
"Saguenay","Saguenay","Chicoutimi","https://ville.saguenay.ca/services-aux-citoyens/environnement/reemploi/couches-lavableshttps://ville.saguenay.ca/services-aux-citoyens/environnement/reemploi/couches-lavables"
"Saguenay","Saguenay","Jonquière","https://ville.saguenay.ca/services-aux-citoyens/environnement/reemploi/couches-lavableshttps://ville.saguenay.ca/services-aux-citoyens/environnement/reemploi/couches-lavables"
"Saguenay","Saguenay","La Baie","https://ville.saguenay.ca/services-aux-citoyens/environnement/reemploi/couches-lavableshttps://ville.saguenay.ca/services-aux-citoyens/environnement/reemploi/couches-lavables"
"Saguenay","Saguenay",NA,"https://ville.saguenay.ca/services-aux-citoyens/environnement/reemploi/couches-lavableshttps://ville.saguenay.ca/services-aux-citoyens/environnement/reemploi/couches-lavables"
"Sept-Rivières","Sept-Îles",NA,"https://ville.sept-iles.qc.ca/fr/couches-lavables_156/"
"Shawinigan","Shawinigan",NA,"https://www.shawinigan.ca/services-aux-citoyens/programmes-et-aide-financiere/couches-reutilisables/https://www.shawinigan.ca/services-aux-citoyens/programmes-et-aide-financiere/couches-reutilisables/"
"Shawinigan","TNO aquatique de la MRC géographique de Shawinigan",NA,"https://www.shawinigan.ca/services-aux-citoyens/programmes-et-aide-financiere/couches-reutilisables/"
"Sherbrooke","Sherbrooke","Arrondissement 1","https://www.sherbrooke.ca/fr/services-a-la-population/subventions-et-aide-financiere/produits-d-hygiene-durableshttps://www.sherbrooke.ca/fr/services-a-la-population/subventions-et-aide-financiere/produits-d-hygiene-durables"
"Sherbrooke","Sherbrooke","Arrondissement 2","https://www.sherbrooke.ca/fr/services-a-la-population/subventions-et-aide-financiere/produits-d-hygiene-durableshttps://www.sherbrooke.ca/fr/services-a-la-population/subventions-et-aide-financiere/produits-d-hygiene-durables"
"Sherbrooke","Sherbrooke","Arrondissement 3","https://www.sherbrooke.ca/fr/services-a-la-population/subventions-et-aide-financiere/produits-d-hygiene-durableshttps://www.sherbrooke.ca/fr/services-a-la-population/subventions-et-aide-financiere/produits-d-hygiene-durables"
"Sherbrooke","Sherbrooke","Arrondissement 4","https://www.sherbrooke.ca/fr/services-a-la-population/subventions-et-aide-financiere/produits-d-hygiene-durableshttps://www.sherbrooke.ca/fr/services-a-la-population/subventions-et-aide-financiere/produits-d-hygiene-durables"
"Sherbrooke","Sherbrooke",NA,"https://www.sherbrooke.ca/fr/services-a-la-population/subventions-et-aide-financiere/produits-d-hygiene-durableshttps://www.sherbrooke.ca/fr/services-a-la-population/subventions-et-aide-financiere/produits-d-hygiene-durables"
"Témiscamingue","Ville-Marie",NA,"https://montreal.ca/demarches/demander-une-subvention-pour-lutilisation-de-couches-lavables-pour-bebes?arrondissement=Ville-Marie"
"Témiscouata","Pohénégamook",NA,"http://pohenegamook.net/citoyens/services-municipaux/urbanisme-et-environnement/programme-de-subvention-pour-lachat-de-couches-lavables/"
"Thérèse-De Blainville","Blainville",NA,"https://blainville.ca/storage/app/media/Ville/Administration%20municipale/Soutien%20financier/form_couches_reutilisables.pdf"
"Thérèse-De Blainville","Bois-des-Filion",NA,"https://subventioncoucheslavables.com/mixte/pdf/pDFprog_couche2010boisdesfilion-2.pdf"
"Thérèse-De Blainville","Boisbriand",NA,"https://www.ville.boisbriand.qc.ca/environnement/couches-lavables-et-produits-sanitaires-durables"
"Thérèse-De Blainville","Lorraine",NA,"https://ville.lorraine.qc.ca/environnement/subventions"
"Thérèse-De Blainville","Rosemère",NA,"https://www.ville.rosemere.qc.ca/programmes-de-subventions/"
"Thérèse-De Blainville","Sainte-Anne-des-Plaines",NA,"https://www.villesadp.ca/media/other/33163-_FORMULAIRE_SUBVENTION_COUCHES_LAVABLES_SADP_2021.pdf"
"Trois-Rivières","Trois-Rivières",NA,"https://ressourcesnaissance.ca/couches/https://ressourcesnaissance.ca/couches/"
"Vaudreuil-Soulanges","Les Cèdres",NA,"https://www.ville.lescedres.qc.ca/fr/services-aux-citoyens/environnement/subventions-environnementales"
"Vaudreuil-Soulanges","Les Coteaux",NA,"https://les-coteaux.qc.ca/citoyens/loisirs-vie-communautaire/programmes-de-subvention/"
"Vaudreuil-Soulanges","Notre-Dame-de-l'Île-Perrot",NA,"https://www.ndip.org/services-aux-citoyens/environnement/au-quotidien/initiatives-tellement-environnementales/"
"Vaudreuil-Soulanges","Pincourt",NA,"https://www.villepincourt.qc.ca/fr/services-aux-citoyens/environnement/fr/subventions-environnementales?fbclid=IwAR0S0zzXnT-3Uu3xzDsKfseKMgyns9YyVSP9lop14KpCCATU4wWrhDWa9oI"
"Vaudreuil-Soulanges","Pointe-Fortune",NA,"https://pointefortune.ca/subvention-aux-citoyens/"
"Vaudreuil-Soulanges","Saint-Lazare",NA,"https://ville.saint-lazare.qc.ca/politiquecouches"
"Vaudreuil-Soulanges","Saint-Zotique",NA,"https://st-zotique.com/environnement/?highlight=couche%20lavable#pacc"
"Vaudreuil-Soulanges","Sainte-Marthe",NA,"http://www.sainte-marthe.ca/http-www-sainte-marthe-ca-wp-content-uploads-formulaire-camp-de-jour-2020-pdf/attachment/formulaire-subvention-couches-lavables/"
"Vaudreuil-Soulanges","Vaudreuil-Dorion",NA,"https://www.ville.vaudreuil-dorion.qc.ca/fr/environnement/protection-de-l-environnement/subventions-environnementales"
